"TIME","GEO","UNIT","ISCEDF13","ISCED11","SEX","Value","Flag and Footnotes"
"2013","Czechia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Czechia","Number","Total","Doctoral or equivalent level","Total","25,194",""
"2013","Greece","Number","Total","Bachelor's or equivalent level","Total","588,201",""
"2013","Greece","Number","Total","Bachelor's or equivalent level - academic","Total","366,652",""
"2013","Greece","Number","Total","Bachelor's or equivalent level - professional","Total","221,549",""
"2013","Greece","Number","Total","Master's or equivalent level","Total","48,072",""
"2013","Greece","Number","Total","Master's or equivalent level - academic","Total","46,521",""
"2013","Greece","Number","Total","Master's or equivalent level - professional","Total","1,551",""
"2013","Greece","Number","Total","Doctoral or equivalent level","Total","23,011",""
"2013","Norway","Number","Total","Bachelor's or equivalent level","Total","181,937",""
"2013","Norway","Number","Total","Bachelor's or equivalent level - academic","Total","181,937",""
"2013","Norway","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2013","Norway","Number","Total","Master's or equivalent level","Total","56,289",""
"2013","Norway","Number","Total","Master's or equivalent level - academic","Total","56,289",""
"2013","Norway","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Norway","Number","Total","Doctoral or equivalent level","Total","7,407",""
"2013","Hungary","Number","Total","Bachelor's or equivalent level","Total","237,647",""
"2013","Hungary","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","Hungary","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","Hungary","Number","Total","Master's or equivalent level","Total","77,043",""
"2013","Hungary","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","Hungary","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","Hungary","Number","Total","Doctoral or equivalent level","Total","7,332",""
"2013","Switzerland","Number","Total","Bachelor's or equivalent level","Total","186,338",""
"2013","Switzerland","Number","Total","Bachelor's or equivalent level - academic","Total","143,357",""
"2013","Switzerland","Number","Total","Bachelor's or equivalent level - professional","Total","42,981",""
"2013","Switzerland","Number","Total","Master's or equivalent level","Total","59,983",""
"2013","Switzerland","Number","Total","Master's or equivalent level - academic","Total","56,583",""
"2013","Switzerland","Number","Total","Master's or equivalent level - professional","Total","3,400",""
"2013","Switzerland","Number","Total","Doctoral or equivalent level","Total","22,716",""
"2013","Finland","Number","Total","Bachelor's or equivalent level","Total","228,273",""
"2013","Finland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2013","Finland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2013","Finland","Number","Total","Master's or equivalent level","Total","60,051",""
"2013","Finland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2013","Finland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2013","Finland","Number","Total","Doctoral or equivalent level","Total","20,593",""
"2013","Bulgaria","Number","Total","Bachelor's or equivalent level","Total","195,637",""
"2013","Bulgaria","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2013","Bulgaria","Number","Total","Bachelor's or equivalent level - professional","Total","14,688",""
"2013","Bulgaria","Number","Total","Master's or equivalent level","Total","82,951",""
"2013","Bulgaria","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2013","Bulgaria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Bulgaria","Number","Total","Doctoral or equivalent level","Total","5,371",""
"2013","Denmark","Number","Total","Bachelor's or equivalent level","Total","182,281",""
"2013","Denmark","Number","Total","Bachelor's or equivalent level - academic","Total","77,191",""
"2013","Denmark","Number","Total","Bachelor's or equivalent level - professional","Total","105,090",""
"2013","Denmark","Number","Total","Master's or equivalent level","Total","67,546",""
"2013","Denmark","Number","Total","Master's or equivalent level - academic","Total","63,417",""
"2013","Denmark","Number","Total","Master's or equivalent level - professional","Total","4,129",""
"2013","Denmark","Number","Total","Doctoral or equivalent level","Total","9,628",""
"2013","Croatia","Number","Total","Bachelor's or equivalent level","Total","102,795","d"
"2013","Croatia","Number","Total","Bachelor's or equivalent level - academic","Total","58,870",""
"2013","Croatia","Number","Total","Bachelor's or equivalent level - professional","Total","43,925","d"
"2013","Croatia","Number","Total","Master's or equivalent level","Total","58,196",""
"2013","Croatia","Number","Total","Master's or equivalent level - academic","Total","52,405",""
"2013","Croatia","Number","Total","Master's or equivalent level - professional","Total","5,791",""
"2013","Croatia","Number","Total","Doctoral or equivalent level","Total","3,632",""
"2013","Slovakia","Number","Total","Bachelor's or equivalent level","Total","120,806",""
"2013","Slovakia","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","Slovakia","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","Slovakia","Number","Total","Master's or equivalent level","Total","74,912",""
"2013","Slovakia","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","Slovakia","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","Slovakia","Number","Total","Doctoral or equivalent level","Total","10,953",""
"2013","Serbia","Number","Total","Bachelor's or equivalent level","Total","198,452",""
"2013","Serbia","Number","Total","Bachelor's or equivalent level - academic","Total","147,987",""
"2013","Serbia","Number","Total","Bachelor's or equivalent level - professional","Total","50,465",""
"2013","Serbia","Number","Total","Master's or equivalent level","Total","34,212",""
"2013","Serbia","Number","Total","Master's or equivalent level - academic","Total","34,212",""
"2013","Serbia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Serbia","Number","Total","Doctoral or equivalent level","Total","6,281",""
"2013","Ireland","Number","Total","Bachelor's or equivalent level","Total","121,210",""
"2013","Ireland","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","Ireland","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","Ireland","Number","Total","Master's or equivalent level","Total","28,429",""
"2013","Ireland","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","Ireland","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","Ireland","Number","Total","Doctoral or equivalent level","Total","8,171",""
"2013","Lithuania","Number","Total","Bachelor's or equivalent level","Total","124,519",""
"2013","Lithuania","Number","Total","Bachelor's or equivalent level - academic","Total","78,415",""
"2013","Lithuania","Number","Total","Bachelor's or equivalent level - professional","Total","46,104",""
"2013","Lithuania","Number","Total","Master's or equivalent level","Total","32,495",""
"2013","Lithuania","Number","Total","Master's or equivalent level - academic","Total","30,609",""
"2013","Lithuania","Number","Total","Master's or equivalent level - professional","Total","1,886",""
"2013","Lithuania","Number","Total","Doctoral or equivalent level","Total","2,681",""
"2013","Cyprus","Number","Total","Bachelor's or equivalent level","Total","19,990",""
"2013","Cyprus","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2013","Cyprus","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2013","Cyprus","Number","Total","Master's or equivalent level","Total","7,896",""
"2013","Cyprus","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2013","Cyprus","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Cyprus","Number","Total","Doctoral or equivalent level","Total","829",""
"2013","Slovenia","Number","Total","Bachelor's or equivalent level","Total","54,865",""
"2013","Slovenia","Number","Total","Bachelor's or equivalent level - academic","Total","30,380",""
"2013","Slovenia","Number","Total","Bachelor's or equivalent level - professional","Total","24,485",""
"2013","Slovenia","Number","Total","Master's or equivalent level","Total","25,829",""
"2013","Slovenia","Number","Total","Master's or equivalent level - academic","Total","7,620",""
"2013","Slovenia","Number","Total","Master's or equivalent level - professional","Total","0",""
"2013","Slovenia","Number","Total","Doctoral or equivalent level","Total","3,606",""
"2013","Latvia","Number","Total","Bachelor's or equivalent level","Total","63,274",""
"2013","Latvia","Number","Total","Bachelor's or equivalent level - academic","Total","19,093",""
"2013","Latvia","Number","Total","Bachelor's or equivalent level - professional","Total","44,181",""
"2013","Latvia","Number","Total","Master's or equivalent level","Total","11,333",""
"2013","Latvia","Number","Total","Master's or equivalent level - academic","Total","5,206",""
"2013","Latvia","Number","Total","Master's or equivalent level - professional","Total","6,127",""
"2013","Latvia","Number","Total","Doctoral or equivalent level","Total","2,519",""
"2013","Estonia","Number","Total","Bachelor's or equivalent level","Total","44,758",""
"2013","Estonia","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2013","Estonia","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2013","Estonia","Number","Total","Master's or equivalent level","Total","17,004",""
"2013","Estonia","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2013","Estonia","Number","Total","Master's or equivalent level - professional","Total",":","z"
